transaction_id,order_date,customer_id,customer_name,customer_email,customer_city,customer_country,product_id,product_name,category,subcategory,brand,unit_price,quantity,discount_percent,tax_percent,shipping_cost,total_amount,payment_method,currency,sales_channel,salesperson_id,salesperson_name,region,warehouse_id,order_status,delivery_date,customer_rating,return_flag,notes
TX115400,27.09.2023,C88907,Juan Jordan ,parkerrachel@example.org,Jasonbury,united states,P0050,Kraton Vacuum Cleaners 291,Appliances,Vacuum Cleaners,Kraton,"625,15",4,5,23,14.99,"2,390.56",mobile payment,$,online,S018,Derek Zuniga,Northeast,LAX-02,returned,10/10/2023,,NO,
TX101459,,C43972,Kyle Collins,aperez@example.com,Lopezland,US,P0087,Sunwood Accessories 540,Apparel,Accessories,Sunwood,"3951,76",1,10,23,0,$3556.58,cash,USD,call center,S039,Elizabeth Fowler,Midwest,SEA-05,COMPLETED,24.05.2024,5,NO,-
TX118120,02/10/2024,C75916,Jacob Hardy,edwardmitchell@example.org,Sandrachester, United States,P0023,Sunwood Tablets 719,Electronics,Tablets,Sunwood,5247.53,1,0,23,19.99,,credit card,usd,call center,S021,Margaret Hawkins DDS,Southwest,DAL-04,COMPLETED,2024-10-07,,NO,no comment
TX104431,"February 21, 2023",C61717,Lisa Chung,jessica57@example.com,Woodport, United States,P0134,Kraton Sportswear 887,Sports,Sportswear,Kraton,2255.47 USD,5,,23,0,"10713,48",bank transfer ,$,call center,S014,Michele Williams,Great Lakes,CHI-03,cancelled,2023-03-01,5,NO,
TX112299,11/19/2023,C63841,Tyler Fisher,raymondholmes@example.org,Drakestad,USA,P0182,Lumira Facial Care 514,Beauty,Facial Care,Lumira,,1,10,23,14.99 USD,2502.53,mobile payment,USD ,physical store,S028,Stephanie Ross,Pacific Northwest,CHI-03,COMPLETED,2023-11-23,,NO,Priority order
TX101883,"February 9, 2024",C38361,Gail Shelton,robertstimothy@example.com,North Joann,US,P0198,Groveo Makeup 291,Beauty,Makeup,Groveo,"4 474,38",3,5,23,9.99,12761.97,CREDIT CARD,$,physical store,S030,Anthony Rodriguez,Midwest,DAL-04,Completed,19/02/2024,,NO,Complaint under review
TX115949,2024-05-25,C68743,Robert Phillips,vincentbryant@example.net,Dustinton,USA,P0123,Kraton Bicycles 559,Sports,Bicycles,Kraton,2006.91,1,5,23,0,1906.56,credit card,$,physical store,S022,Patty Perez,Midwest,LAX-02,in progress ,2024-06-08 00:00:00,,NO,N/A
TX105552,2024-05-21,C42780,Dawn Cardenas,,West Stephenview,united states,P0121,Orvex Bicycles 533,Sports,Bicycles,Orvex,"2897,23",2,0,23,0,"5,794.46",bank transfer,usd,online,S006,Connie Lawrence,Southwest,SEA-05,cancelled,01/06/2024,,YES,Delayed delivery
TX105803,2023-11-20,C60205, Sarah Adams,debbie49@example.org,Allenberg,US,P0130,Lumira Fitness Equipment 468,Sports,Fitness Equipment,Lumira,4975.37,1,0,23,0,,CREDIT CARD,$,call center,S039,Elizabeth Fowler,Southeast,SEA-05,Pending ,2023-11-27,5,NO,
TX105471,20.04.2024,C64987,William Wilson,,West Ryan,US,P0023,Sunwood Tablets 719,Electronics,Tablets,Sunwood,"591,27",3,0,23,0,"1,773.81",mobile payment,$,call center,S011,Monica Herrera,Midwest,LAX-02,Pending ,,5,YES,
TX102221,2024-09-26,C76244,Cesar Woods,,Scotttown,UNITED STATES,P0174,Kraton Toy Vehicles 793,Toys,Toy Vehicles,Kraton,"2,238.87",1,5,23,"9,99",2136.92 USD,mobile payment,$,call center,S037,Sherri Baker,Midwest,CHI-03,in progress ,10/10/2024,5,no,
TX112169,19.06.2024,C65176,Tamara Graves,williamspatricia@example.com,North Wendyland,USA,P0033,Kindra Washing Machines 699,appliances,Washing Machines,Kindra,4133.99 USD,2,5,23,0,"7 854,58",Card Payment,USD ,marketplace,S007,Abigail Shaffer,Southwest,NYC-01,returned item,2024-06-26 00:00:00,1,YES,Customer requested an invoice
TX112871,"January 18, 2023",C79822,Molly Rodriguez,bmendez@example.org,North Craig,United States,P0161,Sunwood Board Games 419,Toys,Board Games,Sunwood,4062.26,1,20,23,0,"3 249,81",PayPal,USD,call center,S017,Holly Wood,Mountain West,NYC-01,Completed,2023-01-28 00:00:00,,NO,Priority order
TX118912,2024-07-21,C50668,Benjamin Miller,perezcaitlin@example.net,Clarkmouth,united states,P0051,Primo Vacuum Cleaners 559,Appliances,Vacuum Cleaners,Primo,,1,0,23,0,2949.76,bank transfer ,USD ,online,S028,Stephanie Ross,Southeast,DAL-04,in progress,2024-07-28,4,no,Complaint under review
TX103102,2023-08-07,C83133,Mary Diaz,jeffreygreen@example.org,Port Hannahland,united states,P0008,Northal Laptops 178,Electronics,Laptops,Northal,"2,036.56",1,0,23,"9,99",2046.55,Bank Transfer,USD,online,S019,Lisa Jackson,Pacific Northwest,CHI-03,completed,2023-08-17,,NO,
TX108512,"August 27, 2023",C88301,Sheila Nguyen,hgray@example.net,Scottborough,United States,P0042,Kindra Refrigerators 257,Appliances,Refrigerators,Kindra,756.95,2,,23,"9,99","1 448,19",Credit Card,USD,physical store,S035,Debra Davidson,West Coast,LAX-02,in progress,09/09/2023,5,NO,Priority order
TX112746,01/14/2023,C56112,David James,ricardomiller@example.com,Bentleyberg,US,P0109,Orvex Decor 572,Home & Garden,Decor,Orvex,2257.12 USD,2,10,23,"9,99","4,072.81",bank transfer,USD,online,S022,Patty Perez,Northeast,SEA-05,in progress,2023-01-23,5,no,
TX109400,2023-10-25 00:00:00,C69432,Robert Chambers,lauramartin@example.com,West Michelle,united states,P0067,Primo Shoes 273,Apparel,Shoes,Primo,4541.46,1,0,23,0,4541.46,PayPal,USD,physical store,S024,Tommy Walter,Midwest,LAX-02,cancelled,2023-10-26,,NO,Payment system error - fixed manually
TX100083,2024-02-08,C83259,Anthony Ward,brandon48@example.net,New Jamesburgh,US,P0034,Kindra Washing Machines 489,Appliances,Washing Machines,Kindra,1858.88,1,10,23,14.99,,bank transfer,$,online,S026,Judy Baker,Southeast,DAL-04,Pending ,2024-02-19 00:00:00,,NO,Complaint under review
TX117117,2023-11-24,C16839,Dr. Joseph Parsons,slittle@example.com,Kimberlyville,USA,P0161,Sunwood Board Games 419,Toys,Board Games,Sunwood,2130.47 USD,2,0,23,0,4260.94,cash,$,marketplace,S003,Angie Henderson,Midwest,CHI-03,Cancelled,25/11/2023,3,NO,
TX118633,01/18/2023,C83464,Anthony Vang,carlsonamanda@example.com,Martintown,US,P0105,Boreo Tools 706,Home & Garden,Tools,Boreo,5322.36,1,5,23,9.99 USD,"5 066,23",cash,USD ,marketplace,S038,Cassandra Gaines,Southwest,CHI-03,in progress,2023-01-30,5,NO,Customer requested an invoice
TX109657,2024-03-29,C48038,Jamie Hill,jensenjason@example.com,South Kevinfurt,USA,P0207,Tessara Personal Hygiene 216,Beauty,Personal Hygiene,Tessara,"1 777,40",4,,23,19.99,7129.59,Card Payment,usd,call center,S027,Justin Baker,Mid-Atlantic,CHI-03,returned,01/04/2024,4,NO,N/A
TX114551,08/21/2024,C96846,Vincent Brown,ysimpson@example.com,Williamsborough,USA,P0128,Orvex Fitness Equipment 528,Sports,Fitness Equipment,Orvex,$1869.57,1,5,23,19.99,"1796,08",CREDIT CARD,usd,online,S024,Tommy Walter,Southwest,SEA-05,Cancelled,2024-08-30 00:00:00,,no,Delayed delivery
TX118467,09/09/2024,C96499,Brandon Stewart,wangkristina@example.org,Stevenbury,UNITED STATES,P0197,Lumira Makeup 992,Beauty,Makeup,Lumira,"3784,54",10,10,23,0,34060.86,Bank Transfer,USD,online,S026,Judy Baker,Southwest,DAL-04,completed,2024-09-21 00:00:00,,no,
TX102693,11/11/2024,C29142,Kimberly Edwards,irivas@example.com,Jessicaborough,US,P0112,Elektra Decor 951,Home & Garden,Decor,Elektra,"3 728,99",1,0,23,19.99 USD,"3748,98",cash on delivery,USD,physical store,S014,Michele Williams,Pacific Northwest,DAL-04,in progress,2024-11-13,4,NO,Payment system error - fixed manually
TX109316,2024-07-21 00:00:00,C74923,William Miller,roberto02@example.net,Jenniferland,United States,P0059,Fabex Microwaves 494,Appliances,Microwaves,Fabex,"2,720.73",1000,5,23,"19,99",,Credit Card,usd,marketplace,S013,Lisa Hensley,Southwest,SEA-05,Completed,27/07/2024,5,YES,no comment
TX101244,2023-01-17,C41544,Ryan Collins,shannonburns@example.net,Louiston,united states,P0074,Vantia T-shirts 901,Apparel,T-shirts,Vantia,"2549,74",4,5,23,14.99,"9,704.00",bank transfer,usd,online,S036,Jeffrey Chavez,Midwest,NYC-01,in progress ,2023-01-23,1,no,N/A
TX113394,2023-01-15,C70552,Morgan Ryan,abbottallison@example.org,Hopkinshaven, United States,P0181,Vantia Facial Care 337,Beauty,Facial Care,Vantia,2151.68,2,5,23,9.99,4098.18,Card Payment,USD,call center,S005,Cristian Santos,Northeast,LAX-02,COMPLETED,2023-01-17,5,NO,
TX104819,08.01.2024,C94659,Nicole Watson,wesley56@example.org,East Timothyview,united states,P0034,Kindra Washing Machines 489,Appliances,Washing Machines,Kindra,1115.41 USD,4,0,23,0,,cash on delivery,USD,call center,S034,Nathan Maldonado,Mid-Atlantic,CHI-03,cancelled,2024-01-16,4,NO,no comment
TX112859,23.05.2024,C69682,Gary Choi,parkerkatie@example.com,Fostermouth,USA,P0112,Elektra Decor 951,Home & Garden,Decor,Elektra,1463.74,1,10,23,0,1317.37,bank transfer ,USD ,marketplace,S029,Zachary Hicks,Mountain West,NYC-01,in progress,29/05/2024,2,NO,Priority order
TX116557,06/26/2024,C83989,William Stewart,johnsonjames@example.org,Conleyfurt,united states,P0168,Vantia Dolls 426,Toys,Dolls,Vantia,"2,569.21",2,0,23,"14,99","5153,41",mobile payment,$,marketplace,S016,Brian Ramirez,Great Lakes,CHI-03,Pending ,2024-07-09 00:00:00,,NO,Payment system error - fixed manually
TX102232N,,C28449,Nathaniel Doyle,molly91@example.org,Welchmouth,UNITED STATES,P0018,Kraton Headphones 612,Electronics,Headphones,Kraton,"-457,58",2,10,23,9.99,833.63,bank transfer,$,call center,S005,Cristian Santos,Mountain West,DAL-04,Cancelled,2023-05-14,5,NO,
TX103824,2024-04-04,C53933,Angela Smith,mannbrittney@example.com,Steelefort,UNITED STATES,P0105,Boreo Tools 706,Home & Garden,Tools,Boreo,"3406,89",2,5,23,"19,99",6493.08,mobile payment,usd,physical store,S030,Anthony Rodriguez,Southeast,SEA-05,returned,10/04/2024,,no,Complaint under review
TX116818,06/09/2024,C50760,Alexa Ramirez,elizabeth71@example.net,East Williamborough,USA,P0147,Groveo Athletic Shoes 671,Sports,Athletic Shoes,Groveo,$4443.96,1,10,23,0,3999.56, Mobile Payment,USD,online,S018,Derek Zuniga,Pacific Northwest,LAX-02,Completed,2024-09-18,2,no,Priority order
TX116900,03.07.2024,C41091,Darius Wong,dustinphillips@example.org,Masseychester,United States,P0119,Boreo Gardening 358,Home & Garden,Gardening,Boreo,"1769,38",1,5,23,0,1680.91,PayPal,usd,mobile app,S014,Michele Williams,Northeast,NYC-01,cancelled,14.07.2024,5,NO,
TX109148,2024-07-18,C10942,Eddie Schwartz,ichambers@example.net,Johnberg,USA,P0131,Orvex Fitness Equipment 931,Sports,Fitness Equipment,Orvex,"3 858,14",3,0,23,0,11574.42 USD, Mobile Payment,$,mobile app,S006,Connie Lawrence,Gulf Coast,SEA-05,in progress ,2024-07-27,,,
TX117686,17/10/2023,C54541,Andrew Roth,dhill@example.org,Harrisview,US,P0029,Vantia Phone Accessories 602,Electronics,Phone Accessories,Vantia,3083.93,1,25,23,19.99,"2332,94",PayPal,$,physical store,S005,Cristian Santos,Great Lakes,SEA-05,returned,10/24/2023,4,NO,Payment system error - fixed manually
TX110613,06/02/2024,C67912,Amanda Garcia,,Autumnfort, United States,P0073,Primo T-shirts 406,Apparel,T-shirts,Primo,5323.37 USD,1,0,23,"19,99","5343,36",cash,usd,mobile app,S013,Lisa Hensley,Mountain West,NYC-01,Pending ,2024-06-10,2,NO,
TX104822,04/27/2024,C69871,Tammy Cortez,frankespinoza@example.com,West Robertberg,USA,P0129,Groveo Fitness Equipment 137,Sports,Fitness Equipment,Groveo,4588.07,3,5,23,0,13076.00 USD,bank transfer ,USD ,marketplace,S008,Gina Moore,Mountain West,SEA-05,Completed,28/04/2024,5,NO,
TX106088,01/10/2024,C27139,Timothy Austin,frobinson@example.net,Port David,United States,P0033,Kindra Washing Machines 699,Appliances,Washing Machines,Kindra,"3,987.10",2,0,23,0,7974.20,PayPal,USD,call center,S018,Derek Zuniga,Southwest,NYC-01,returned item,2024-10-13,5,,Customer requested an invoice
TX116001,2023-11-23,C52245,Vicki Horton,martinreid@example.net,Tiffanyfort,USA,P0046,Nova Coffee Makers 415,Appliances,Coffee Makers,Nova,,2,0,23,"14,99",10060.77,credit card,$,call center,S023,Ethan Adams,Gulf Coast,DAL-04,returned,29.11.2023,5,no,Delayed delivery
TX107099,2024-09-01,C17100,Daniel Goodman,cjensen@example.org,North  Donaldville,USA,P0124,Tessara Bicycles 590,Sports,Bicycles,Tessara,2033.26,4,25,23,0,6099.78 USD,cash,$,call center,S029,Zachary Hicks,Southeast,NYC-01,returned item,2024-09-03,3,yes,no comment
TX116974,2024-01-16 00:00:00,C90654,Joseph Walker Jr.,robertrusso@example.org,East Margaret, United States,P0051,Primo Vacuum Cleaners 559,Appliances,Vacuum Cleaners,Primo,"4933,29",1,10,23,0,"4,439.96", Mobile Payment,usd,marketplace,S019,Lisa Jackson,Southwest,LAX-02,COMPLETED,2024-01-20,,no,-
TX103523,05/06/2023,C19447,Austin Allen,hollyalvarez@example.org,West Richardchester,USA,P0106,Groveo Tools 284,Home & Garden,Tools,Groveo,794.14 USD,1,0,23,0,794.14,cash,USD,marketplace,S009,Gabrielle Davis,Gulf Coast,NYC-01,completed,14/06/2023,1,no,Payment system error - fixed manually
TX117396,,C93307,Karen Munoz,briana87@example.com,North Vickie, United States,P0011,Tessara Laptops 954,Electronics,Laptops,Tessara,2853.66,4,0,23,"9,99","11424,63",mobile payment,USD,online,S019,Lisa Jackson,Midwest,NYC-01,in progress,2024-06-11 00:00:00,5,yes,N/A
TX112044,11/11/2023,C10772,Paul Reyes,mgates@example.org,Jessicaborough,United States,P0185,Kindra Facial Care 542,Beauty,Facial Care,Kindra,"3512,78",1,0,23,0,"3512,78",Bank Transfer,usd,call center,S040,Brittany Farmer,Midwest,CHI-03,completed,24/11/2023,1,,-
TX103807,13.04.2023,C83860,Jeremy Marshall,martinezjennifer@example.com,Shaneland,USA,P0201,Kraton Hair Care 368,Beauty,Hair Care,Kraton,$4775.29,3,10,23,14.99,"12908,27",PayPal,USD,call center,S026,Judy Baker,Southwest,CHI-03,COMPLETED,"April 20, 2023",4,yes,Payment system error - fixed manually
TX115590,04/23/2024,C37762, Connie Henderson,jsalazar@example.com,Albertborough,US,P0090,Tessara Accessories 239,Apparel,Accessories,Tessara,1780.71,3,5,23,,5090.01 USD,CREDIT CARD,usd,physical store,S034,Nathan Maldonado,Great Lakes,CHI-03,completed,,4,,no comment
TX115902,07/12/2023,C21970,Charles Meadows,bettywatson@example.net,Brianfurt,united states,P0199,Sunwood Hair Care 433,Beauty,Hair Care,Sunwood,"2,953.57",1,10,23,14.99 USD,$2673.20,bank transfer,usd,call center,S002,Noah Rhodes,Gulf Coast,DAL-04,cancelled,2023-07-15,,NO,
TX104849,2023-01-12,C32949,Teresa Fuller,michael04@example.net,Wilsonton,United States,P0049,Kraton Vacuum Cleaners 235,Appliances,Vacuum Cleaners,Kraton,2702.29,5,0,23,19.99 USD,"13531,44",cash on delivery,USD ,mobile app,S037,Sherri Baker,Great Lakes,NYC-01,Cancelled,2023-01-13,5,no,Customer requested an invoice
TX104221,02/05/2023,C50857,Crystal Mann,robinsonstephen@example.org,Hopkinstown,United States,P0180,Groveo Puzzles 536,Toys,Puzzles,Groveo,"2212,97",1,,23,19.99,2232.96,mobile payment,USD ,marketplace,S014,Michele Williams,Southwest,SEA-05,COMPLETED,2023-05-11,,NO,-
TX108120,20.09.2023,C53694,Ricky Moore,tvelasquez@example.com,Jasonton,United States,P0179,Milvex Puzzles 438,Toys,Puzzles,Milvex,$2544.38,5,0,23,9.99 USD,"12731,89",Bank Transfer,usd,mobile app,S021,Margaret Hawkins DDS,Northeast,NYC-01,pending,03.10.2023,1,no,
TX105915,2023-04-16,C71712,Rebecca Lewis,timothyortiz@example.org,Ryanton,united states,P0151,Primo Building Blocks 574,Toys,Building Blocks,Primo,3648.26 USD,1,0,23,,,cash,USD,call center,S012,Jamie Arnold,Mid-Atlantic,NYC-01,in progress ,"April 24, 2023",,NO,Customer requested an invoice
TX111456,15/10/2023,C84349,Manuel Taylor,mary11@example.net,South Melissa ,United States,P0058,Lumira Microwaves 432,Appliances,Microwaves,Lumira,121.85,1,0,23,0,"121,85",Card Payment,usd,physical store,S012,Jamie Arnold,Northeast,CHI-03,returned,20.10.2023,4,NO,
TX107683,2024-11-20,C93616,Lauren Miller,lauren45@example.com,Robertfort,UNITED STATES,P0113,Orvex Decor 170,Home & Garden,Decor,Orvex,2412.26,1,5,23,9.99 USD,"2301,64",PayPal,$,online,S010,Ryan Munoz,Southwest,NYC-01,cancelled,02/12/2024,,NO,
TX117477,2023-05-30,C68799,Kevin Park,sgonzalez@example.net,North Mathew,US,P0125,Tessara Bicycles 510,Sports,Bicycles,Tessara,354.39,3,5,23,"9,99","1020,00",Card Payment,USD,mobile app,S035,Debra Davidson,Pacific Northwest,LAX-02,completed,2023-06-07 00:00:00,4,NO,-
TX106845,2023-08-16,C13534,Jessica Garrett,christophercarrillo@example.org,Hendersonville,UNITED STATES,P0140,Kindra Sports Accessories 762,Sports,Sports Accessories,Kindra,2253.65,1,0,23,0,2253.65,Bank Transfer,usd,call center,S017,Holly Wood,Northeast,NYC-01,Completed,2023-08-25,3,YES,
TX103427,2024-01-17,C58929,Ann Cunningham,henrychristine@example.net,North Samuel,United States,P0077,Orvex T-shirts 740,Apparel,T-shirts,Orvex,"2 615,33",1,15,23,9.99 USD,2233.02,Bank Transfer,USD ,online,S031,Rebecca Henderson,Gulf Coast,SEA-05,pending,,,,Complaint under review
TX112655,"September 13, 2024",C74930,Noah Simmons,whitneyrobert@example.com,New Leahport,USA,P0074,Vantia T-shirts 901,Apparel,T-shirts,Vantia,"4883,40",4,25,23,0,,Credit Card,USD,online,S001,Allison Hill,Southwest,CHI-03,completed,09/20/2024,2,NO,
TX113208,2023-03-06,C38047,Mr. Marvin Flores,lthomas@example.org,Jacobsfurt, United States,P0070,Vantia Shoes 249,Apparel,Shoes,Vantia,1187.94,3,0,23,0,3563.82,credit card,USD,online,S014,Michele Williams,Gulf Coast,LAX-02,in progress ,19.03.2023,5,YES,
TX113109,08/02/2023,C82512,Jacob Edwards,john10@example.net,South April, United States,P0053,Groveo Vacuum Cleaners 517,Appliances,Vacuum Cleaners,Groveo,"123,66",1,0,23,"19,99",143.65,bank transfer ,USD,call center,S011,Monica Herrera,Northeast,DAL-04,in progress,2023-08-05,,yes,
TX105559,05/05/2024,C95990,Rachel Tucker,kellis@example.org,Georgeview,united states,P0140,Kindra Sports Accessories 762,Sports,Sports Accessories,Kindra,3220.28,2,5,23,0,6118.53,Card Payment,USD ,online,S030,Anthony Rodriguez,Gulf Coast,LAX-02,pending,"May 11, 2024",,,
TX109051,2023-03-21,C20745,Debra Obrien,robertroach@example.net,West Danielville,UNITED STATES,P0194,Orvex Makeup 928,Beauty,Makeup,Orvex,2205.07,1,0,23,9.99,2215.06,cash,usd,mobile app,S029,Zachary Hicks,Midwest,CHI-03,in progress,2023-04-01,5,NO,Duplicate order - needs verification
TX100585,2024-08-12,C83249,Mike Jarvis,amy22@example.org,Andersonland,UNITED STATES,P0135,Boreo Sportswear 773,Sports,Sportswear,Boreo,544.49,1000,,23,0,$490.04,PayPal,$,mobile app,S036,Jeffrey Chavez,Pacific Northwest,DAL-04,Cancelled,2024-08-26,3,NO,
TX111164,27/10/2024,C94562,Philip Gilmore,davissonya@example.org,West Christopher,USA,P0132,Groveo Fitness Equipment 708,Sports,Fitness Equipment,Groveo,4566.38,4,10,23,"9,99",16448.96,PayPal,USD ,marketplace,S026,Judy Baker,Southwest,LAX-02,pending,2024-11-10,,NO,Customer requested an invoice
TX114653,27.11.2023,C56019,Amy Rice,jillwilkerson@example.com,South Michael,united states,P0123,Kraton Bicycles 559,Sports,Bicycles,Kraton,4307.86,1,5,23,0,"4092,47",bank transfer ,$,call center,S033,Tricia Valencia,Mountain West,NYC-01,completed,29.11.2023,,NO,Payment system error - fixed manually
TX101172,2023-10-19,C18950,Sandra Lopez,,Sarahland,US,P0019,Orvex Tablets 454,Electronics,Tablets,Orvex,"1727,93",2,10,23,0,"3110,27", Mobile Payment,USD ,online,S018,Derek Zuniga,Mid-Atlantic,DAL-04,Pending ,"October 29, 2023",2,no,
TX104419,2024-01-04,C67125,Abigail Booker,unguyen@example.net,East Michelle,US,P0207,Tessara Personal Hygiene 216,Beauty,Personal Hygiene,Tessara,"1508,12",1,0,23,0,1508.12,Credit Card,USD ,call center,S016,Brian Ramirez,Mountain West,NYC-01,Cancelled,2024-01-18,4,NO,Customer requested an invoice
TX104544,2024-01-02,C81361,Sarah Molina,william91@example.com,Robinville,USA,P0105,Boreo Tools 706,Home & Garden,Tools,Boreo,"3026,05",3,15,23,0,7716.43,bank transfer ,usd,online,S007,Abigail Shaffer,Mountain West,LAX-02,Cancelled,2024-01-16,2,NO,no comment
TX116242,11/19/2024,C90658,Austin Richards,jill69@example.net,Michaelburgh,United States,P0075,Kraton T-shirts 469,Apparel,T-shirts,Kraton,4877.02 USD,2,0,23,9.99,9764.03 USD,PayPal,USD,marketplace,S007,Abigail Shaffer,Mid-Atlantic,LAX-02,returned,20.11.2024,,NO,
TX108782,22.03.2023,C28777,Alexander Brown,kenneth08@example.net,Lake Annaside,United States,P0034,Kindra Washing Machines 489,Appliances,Washing Machines,Kindra,4884.21,1,,23,$9.99,4894.20,Card Payment,USD,call center,S038,Cassandra Gaines,Mid-Atlantic,CHI-03,Completed,2023-03-24 00:00:00,,no,
TX101961,2024-02-21,C32185,Maria Carter ,santiagomark@example.org,North Sarashire,US,P0142,Sunwood Sports Accessories 915,Sports,Sports Accessories,Sunwood,"682,95",3,0,23,0,"2048,85",Credit Card,USD ,online,S001,Allison Hill,West Coast,DAL-04,Pending ,02/28/2024,5,no,-
TX102558,01/20/2024,C78522,Marco Johns,watsonmatthew@example.org,rossmouth,USA,P0119,Boreo Gardening 358,Home & Garden,Gardening,Boreo,"1741,65",4,20,23,14.99 USD,"5588,27",bank transfer ,usd,online,S033,Tricia Valencia,Southwest,NYC-01,COMPLETED,2024-01-21,,NO,
TX114128,04/12/2024,C51104,Ryan Garrison,comptonjeremy@example.com,Schroedermouth,UNITED STATES,P0090,Tessara Accessories 239,Apparel,Accessories,Tessara,"4901,25",1,10,23,14.99 USD,4426.11,credit card,usd,call center,S011,Monica Herrera,Pacific Northwest,NYC-01,pending,2024-12-15,3,NO,Priority order
TX113632,2024-11-03,C54657,John Hart,tochoa@example.com,Mooreton,US,P0195,Lumira Makeup 164,Beauty,Makeup,Lumira,"2658,39",1,,23,0,2658.39,Credit Card,usd,physical store,S002,Noah Rhodes,Midwest,DAL-04,completed,,,NO,
TX105682,"April 28, 2023",C27139,Timothy Austin,frobinson@example.net,Port David,US,P0005,Milvex Smartphones 870,Electronics,Smartphones,Milvex,"301,49",1,10,23,9.99,281.33,Card Payment,$,mobile app,S010,Ryan Munoz,Mid-Atlantic,LAX-02,Cancelled,2023-04-29,,yes,
TX118421,2023-06-15,C18161,Scott Martin,zwelch@example.net,Mccormickview,US,P0062,Lumira Jackets 186,Apparel,Jackets,Lumira,"952,40",1,0,23,0,952.40 USD, Mobile Payment,$,physical store,S034,Nathan Maldonado,Midwest,CHI-03,cancelled,2023-06-16,,no,Delayed delivery
TX115541,18/10/2024,C56129,Erin Griffith,adam17@example.net,East Haley,USA,P0161,Sunwood Board Games 419,Toys,Board Games,Sunwood,3171.55 USD,2,15,23,"9,99",5401.62,bank transfer ,USD ,online,S029,Zachary Hicks,Mid-Atlantic,NYC-01,Cancelled,2024-10-27,5,no,
TX101862,2024-07-16,C98878,Jeffrey Walters PhD,suzannegilmore@example.org,Gomezstad,USA,P0142,Sunwood Sports Accessories 915,Sports,Sports Accessories,Sunwood,2457.94,2,10,23,0,4424.29,Credit Card,usd,marketplace,S012,Jamie Arnold,Mid-Atlantic,LAX-02,returned item,25.07.2024,5,no,N/A
TX104233,04/15/2023,C19099,Alicia Dillon,yhall@example.net,West Toddside, United States,P0006,Fabex Smartphones 829,Electronics,Smartphones,Fabex,2399.36,1,10,23,0,"2,159.42",credit card,usd,physical store,S032,James Ferrell,West Coast,DAL-04,COMPLETED,2023-04-20,,no,
TX108790,"March 18, 2023",C67961,Lance Bowers,weaverlaura@example.net,West Christopher,United States,P0167,Orvex Dolls 813,Toys,Dolls,Orvex,3260.10,1,15,23,9.99 USD,"2 781,07",Card Payment,usd,call center,S003,Angie Henderson,Southwest,LAX-02,cancelled,30/03/2023,,yes,Delayed delivery
TX111686,2024-01-22,C44995,Sherri Andrews,tiffanyboone@example.net,East Bryanmouth,United States,P0166,Kraton Dolls 548,Toys,Dolls,Kraton,"680,17",2,5,23,14.99,"1307,31",Card Payment,$,marketplace,S008,Gina Moore,Northeast,SEA-05,returned,29/01/2024,3,YES,Payment system error - fixed manually
TX100733,2024-09-04,C81118,Amanda Barber,pfarmer@example.org,East Arianashire, United States,P0086,Sunwood Accessories 550,Apparel,Accessories,Sunwood,4580.74 USD,1,0,23,0,"4580,74", Mobile Payment,usd,online,S014,Michele Williams,Northeast,SEA-05,Pending ,08/09/2024,4,NO,
TX100186,2024-04-26,C79721,Scott Cooley,robin48@example.com,New Robert, United States,P0158,Northal Board Games 187,Toys,Board Games,Northal,"370,83",2,10,23,"19,99",$687.48,mobile payment,USD,online,S033,Tricia Valencia,Southwest,DAL-04,Cancelled,2024-05-03,4,NO,Complaint under review
TX116635,16/02/2024,C50483,Karen Jones,ehenry@example.org,Port Carolynburgh, United States,P0072,Primo Shoes 382,Apparel,Shoes,Primo,$4702.53,1,0,23,0,4702.53,CREDIT CARD,USD,mobile app,S025,Matthew Foster,Midwest,CHI-03,completed,20/02/2024,2,0,
TX113181,21.02.2023,C40595,Sherry Clements,raymond12@example.com,Gibbsstad,united states,P0092,Tessara Furniture 811,Home & Garden,Furniture,Tessara,20.66,3,10,23,0,"55,78",Bank Transfer,usd,physical store,S033,Tricia Valencia,Midwest,SEA-05,cancelled,2023-02-26,,NO,Customer requested an invoice
TX107728,2023-07-11,C52906,Darren Pham,dhardin@example.net,Sherrymouth,UNITED STATES,P0182,Lumira Facial Care 514,Beauty,Facial Care,Lumira,"3338,48",1,0,23,0,"3,338.48",Credit Card,usd,marketplace,S017,Holly Wood,Northeast,NYC-01,in progress ,24/07/2023,5,NO,
TX101483,2023-08-01,C68287,Crystal Hernandez,juliemyers@example.com,New Kristinville,USA,P0027,Nova Phone Accessories 749,Electronics,Phone Accessories,Nova,,1,0,23,9.99,"5018,54",cash on delivery,USD ,call center,S013,Lisa Hensley,Southwest,CHI-03,Cancelled,2023-08-05,,NO,N/A
TX116795,26.08.2023,C96991,Jeremy Evans,larsonmichael@example.org,Wrightland,USA,P0197,Lumira Makeup 992,Beauty,Makeup,Lumira,"576,26",1,20,23,19.99,$481.00,PayPal,USD,marketplace,S025,Matthew Foster,Gulf Coast,CHI-03,pending,29/08/2023,4,NO,Delayed delivery
